slice_index_0_based,slice_index_1_based,pore_px,solid_px,total_px,porosity
706,707,155849,484151,640000,0.2435140625
707,708,155469,484531,640000,0.2429203125
708,709,155754,484246,640000,0.243365625
709,710,155990,484010,640000,0.243734375
710,711,156031,483969,640000,0.2437984375
711,712,156142,483858,640000,0.243971875
712,713,156985,483015,640000,0.2452890625
713,714,158045,481955,640000,0.2469453125
714,715,159268,480732,640000,0.24885625
715,716,160452,479548,640000,0.25070625
716,717,161393,478607,640000,0.2521765625
717,718,162063,477937,640000,0.2532234375
718,719,163028,476972,640000,0.25473125
719,720,164134,475866,640000,0.256459375
720,721,165586,474414,640000,0.258728125
721,722,167198,472802,640000,0.261246875
722,723,168668,471332,640000,0.26354375
723,724,170349,469651,640000,0.2661703125
724,725,171991,468009,640000,0.2687359375
725,726,172982,467018,640000,0.270284375
726,727,173931,466069,640000,0.2717671875
727,728,174632,465368,640000,0.2728625
728,729,174940,465060,640000,0.27334375
729,730,175574,464426,640000,0.274334375
730,731,176242,463758,640000,0.275378125
731,732,176615,463385,640000,0.2759609375
732,733,177498,462502,640000,0.277340625
733,734,177740,462260,640000,0.27771875
734,735,177844,462156,640000,0.27788125
735,736,177960,462040,640000,0.2780625
736,737,178145,461855,640000,0.2783515625
737,738,178425,461575,640000,0.2787890625
738,739,178609,461391,640000,0.2790765625
739,740,178987,461013,640000,0.2796671875
740,741,179884,460116,640000,0.28106875
741,742,180143,459857,640000,0.2814734375
742,743,179787,460213,640000,0.2809171875
743,744,179203,460797,640000,0.2800046875
744,745,178837,461163,640000,0.2794328125
745,746,178512,461488,640000,0.278925
746,747,178306,461694,640000,0.278603125
747,748,177905,462095,640000,0.2779765625
748,749,177349,462651,640000,0.2771078125
749,750,177277,462723,640000,0.2769953125
750,751,176855,463145,640000,0.2763359375
751,752,176334,463666,640000,0.275521875
752,753,175645,464355,640000,0.2744453125
753,754,175138,464862,640000,0.273653125
754,755,174726,465274,640000,0.273009375
755,756,174540,465460,640000,0.27271875
756,757,174713,465287,640000,0.2729890625
757,758,174639,465361,640000,0.2728734375
758,759,174308,465692,640000,0.27235625
759,760,174237,465763,640000,0.2722453125
760,761,174657,465343,640000,0.2729015625
761,762,174973,465027,640000,0.2733953125
762,763,173933,466067,640000,0.2717703125
763,764,173095,466905,640000,0.2704609375
764,765,172315,467685,640000,0.2692421875
765,766,171455,468545,640000,0.2678984375
766,767,170678,469322,640000,0.266684375
767,768,170020,469980,640000,0.26565625
768,769,169362,470638,640000,0.264628125
769,770,168709,471291,640000,0.2636078125
770,771,168326,471674,640000,0.263009375
771,772,167875,472125,640000,0.2623046875
772,773,167011,472989,640000,0.2609546875
773,774,166145,473855,640000,0.2596015625
774,775,165034,474966,640000,0.257865625
775,776,163878,476122,640000,0.256059375
776,777,162384,477616,640000,0.253725
777,778,161202,478798,640000,0.251878125
778,779,160159,479841,640000,0.2502484375
779,780,159033,480967,640000,0.2484890625
780,781,158201,481799,640000,0.2471890625
781,782,157466,482534,640000,0.246040625
782,783,157963,482037,640000,0.2468171875
783,784,158673,481327,640000,0.2479265625
784,785,159472,480528,640000,0.249175
785,786,160293,479707,640000,0.2504578125
786,787,161180,478820,640000,0.25184375
787,788,161774,478226,640000,0.252771875
788,789,162557,477443,640000,0.2539953125
789,790,163117,476883,640000,0.2548703125
790,791,163162,476838,640000,0.254940625
791,792,162725,477275,640000,0.2542578125
792,793,162056,477944,640000,0.2532125
793,794,161241,478759,640000,0.2519390625
794,795,160742,479258,640000,0.251159375
795,796,160180,479820,640000,0.25028125
796,797,159539,480461,640000,0.2492796875
797,798,158466,481534,640000,0.247603125
798,799,157382,482618,640000,0.245909375
799,800,156672,483328,640000,0.2448
